Products Product Name,Products Reporting Group Name,Sales Data Sale Closed Week,Sales Data Total Ex Tax,Sales Data Total Cost,Sales Data Product Quantity
Fried Rice,Harry Gatos Food,2026-07-13,105.93,,5
Tonic Glass,Non-alcoholic,2026-07-13,3.65,,1
Mie Goreng,Harry Gatos Food,2026-07-13,21.6,,1
Lemonade Glass,Non-alcoholic,2026-07-13,74.66,,18
Tonkotsu,Harry Gatos Food,2026-07-13,47.44,,3
Coke Zero 1.25L,Marilyna's Soft Drinks,2026-07-13,12.72,,5
Side Guacamole,Add-ons - Kitchen,2026-07-13,1.4,,1
On The Rocks,Modifiers,2026-07-13,0,,29
Side Tomato Sauce,None,2026-07-13,0,,36
Fresh is Best Summer Lager - Pint,Tap Beer,2026-07-13,117.45,,11
$2 Buffalo Wing,Add-ons - Kitchen,2026-07-13,25.69,,14
Das Juice Pink Pet Nat - Regular,Pet Nat Wine,2026-07-13,46.59,,3
Lepinja Bread,Sides,2026-07-13,69.99,,8
Ottelia Cab Sav - Large,Red Wine,2026-07-13,27,,1
Onion Rings,Sides,2026-07-13,68.72,,6
Ottelia Cab Sav - Regular,Red Wine,2026-07-13,196.35,,12
Caramelised Onion Jam,Add-ons - Kitchen,2026-07-13,5.46,,2
Trentham Estate Rosé - Regular,Rose Wine,2026-07-13,293.6,,32
Arancini Balls 5pcs D,Delivery Kitchen,2026-07-13,29.91,,2
Cheesy Garlic Bread,Marilyna's Pizza,2026-07-13,78.14,,12
Kids Fried Rice D,Harry Gatos Food,2026-07-13,11.82,,1
Regular Roma Special,Marilyna's Pizza,2026-07-13,50.46,,4
Hot Chocolate,Non-alcoholic,2026-07-13,10.29,,1
Regular Super House Special,Marilyna's Pizza,2026-07-13,293.21,,14
Extra Olives,None,2026-07-13,0,,6
Dirty,Modifiers,2026-07-13,0,,4
Status Quo - Schooner,Tap Beer,2026-07-13,262.14,,21
Classic,Modifiers,2026-07-13,0,,2
Geppetto Pinot Noir - Bottle,Red Wine,2026-07-13,219.99,,4
No Za'atar,None,2026-07-13,0,,2
Stone & Wood - Schooner,Tap Beer,2026-07-13,911.33,,74.7
No Sliced Tomato,None,2026-07-13,0,,4
Guinness Draught - Schooner,Tap Beer,2026-07-13,96.16,,7.7
Add Fetta,Add-ons - Pizza,2026-07-13,5.73,,2
Campari Spritz,Cocktails - Classic,2026-07-13,20,,1
Make it Dairy-free [vg bun & no cheese],None,2026-07-13,0,,1
Hugo Spritz,Cocktails - Classic,2026-07-13,80.15,,4
No Tomato,None,2026-07-13,0,,7
Bry Ol San Pell,Modifiers,2026-07-13,0.05,,3
No Cheese [dairy-free],None,2026-07-13,0,,5
Fish Tacos,Small Plates,2026-07-13,572.65,,30
Rosemary Salted Fries,Small Plates,2026-07-13,467.82,,41
Fever-Tree Mediterannean  [mixer],Add-ons - Bar,2026-07-13,2.82,,3
Swap for Sweet Potato Fries,Add-ons - Kitchen,2026-07-13,1.88,,1
No Mayo,Modifiers,2026-07-13,0,,1
Lime,None,2026-07-13,0,,9
American Standard Burger,Big Plates,2026-07-13,769.89,,33
Stow Schnitty,Big Plates,2026-07-13,661.73,,31
Regular Truffalo Soldier [Dine-in],Dine-in Pizza,2026-07-13,177.15,,8
Chicken Shindig Burger,Big Plates,2026-07-13,233.61,,11
Beetle Juice,Cocktails - Signature,2026-07-13,40.65,,2
Delivery Fee - Curl Curl / Manly / Dee Why,Marilyna's Pizza,2026-07-13,30.14,,5
Kids Icecream,Kids Meals,2026-07-13,24.3,,5
Puerto Sunset,Cocktails - Signature,2026-07-13,21.6,,1
Beef Burrito D,Delivery Kitchen,2026-07-13,27.27,,1
Monkey Shoulder Scotch [House],Whisky,2026-07-13,43.44,,6
Peroni,Bottles / Cans Alcoholic,2026-07-13,19.1,,2
Cauliflower Tacos D,Delivery Kitchen,2026-07-13,18.18,,1
Vinada Sparkling Rose,Non-alcoholic,2026-07-13,34.57,,3
Corona,Bottles / Cans Alcoholic,2026-07-13,116.81,,12
Regular El Patron,Marilyna's Pizza,2026-07-13,84.1,,4
Stow Soda - Passionfruit,Non-alcoholic,2026-07-13,42.53,,5
Grey Goose,Vodka,2026-07-13,66.19,,5
Regular El Patron [Dine-in],Dine-in Pizza,2026-07-13,138.98,,6
Sunkist 1.25L,Marilyna's Soft Drinks,2026-07-13,12.72,,2
White Light Pure Vodka [House],Vodka,2026-07-13,426.04,,46
Hawaiian.,None,2026-07-13,0,,1
Padrillos Malbec - Regular,Red Wine,2026-07-13,194.65,,12
Jack Daniels,Whisky,2026-07-13,66.18,,6
"No Chorizo, No Cry.",None,2026-07-13,0,,2
A. Rodda Chardonnay - Bottle,White Wine,2026-07-13,206.98,,2
Two Tonne Riesling - Regular,White Wine,2026-07-13,36.36,,2
Large Super House Special Wings Deal,Marilyna's Pizza,2026-07-13,27.27,,1
Regular Garlic Cheese Pizza,Marilyna's Pizza,2026-07-13,32.72,,4
Ravensworth Skins Gris - Regular,Orange / Skins Wine,2026-07-13,34.54,,2
Jalapeños Inside Burrito,Add-ons - Kitchen,2026-07-13,0.94,,2
4 Glasses,Modifiers,2026-07-13,0,,2
Large Bubba Gump,Marilyna's Pizza,2026-07-13,108.18,,7
Side Blue Cheese Dip,Add-ons - Kitchen,2026-07-13,3.82,,4
Large Cosmopolitan,Marilyna's Pizza,2026-07-13,74.55,,4
Gluten-free Cosmopolitan,Marilyna's Pizza,2026-07-13,29.09,,1
2x Aioli,Add-ons - Kitchen,2026-07-13,4.71,,5
Regular Meatlovers,Marilyna's Pizza,2026-07-13,224.07,,10
Large Tandoori Chicken,Marilyna's Pizza,2026-07-13,186.36,,8
Add Lepinja Bread,Add-ons - Kitchen,2026-07-13,11.26,,2
Large Sanchez,Marilyna's Pizza,2026-07-13,340.93,,14
Regular Paddock,Marilyna's Pizza,2026-07-13,42.23,,2
Extra Arancini Ball,Add-ons - Kitchen,2026-07-13,3.76,,1
Gluten-free Super House Special,Marilyna's Pizza,2026-07-13,27.27,,1
Side Gravy,Add-ons - Kitchen,2026-07-13,14.02,,12
Farmhouse Salad,Salads,2026-07-13,46.76,,4
No Mozzarella,None,2026-07-13,0,,1
Cri De Couer Pinot Noir - Regular,Red Wine,2026-07-13,27.27,,1
Hot Honey,Add-ons - Kitchen,2026-07-13,5.64,,2
Add Bocconcini,Add-ons - Pizza,2026-07-13,2.73,,1
No Corn,None,2026-07-13,0,,2
Filthy,None,2026-07-13,0,,5
Add Minted Yoghurt,Add-ons - Pizza,2026-07-13,1.36,,1
Easy Sauce,None,2026-07-13,0,,5
WINGS DEAL,Marilyna's Pizza,2026-07-13,111.81,,4
Add Capsicum,Add-ons - Pizza,2026-07-13,4.13,,3
No Garnish,None,2026-07-13,0,,6
Stone & Wood - Pint,Tap Beer,2026-07-13,1077.92,,68
Add Pineapple,Add-ons - Pizza,2026-07-13,5.44,,4
Swap Gravy for BBQ Sauce,None,2026-07-13,0,,3
Grifter Pale - Schooner,Tap Beer,2026-07-13,428.18,,46
Remove Cheese [make it dairy-free],None,2026-07-13,0,,1
Swap Gravy for Tomato Sauce,None,2026-07-13,0,,5
Add Grilled Chicken,Add-ons - Kitchen,2026-07-13,12,,3
No Lettuce,None,2026-07-13,0,,4
Send Kids Food ASAP,None,2026-07-13,0,,7
Add Chilli,Add-ons - Pizza,2026-07-13,9.22,,10
Gluten-free Truffalo Soldier,Marilyna's Pizza,2026-07-13,21.82,,1
Regular Truffalo Soldier,Marilyna's Pizza,2026-07-13,21.82,,1
Large Uber Margherita,Marilyna's Pizza,2026-07-13,47.28,,2
Regular Hail Africa [Dine-in],Dine-in Pizza,2026-07-13,201.41,,9
Regular New Yorker [Dine-in],Dine-in Pizza,2026-07-13,176.11,,8
"Gluten-free No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2026-07-13,19.09,,1
"Regular No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2026-07-13,149.58,,7
Regular Cosmopolitan [Dine-in],Dine-in Pizza,2026-07-13,32.72,,2
Regular The Paddock [Dine-in],Dine-in Pizza,2026-07-13,32.72,,2
Gluten-free Tandoori Chicken [Dine-in],Dine-in Pizza,2026-07-13,0,,1
Nut Roast,Kitchen Specials,2026-07-13,147.89,,5
Extra Veg,Add-ons - Kitchen,2026-07-13,12.4,,4
Cauliflower Cheese,Kitchen Specials,2026-07-13,59.98,,9
Side Guac,Add-ons - Kitchen,2026-07-13,1.85,,2
Fries D,Delivery Kitchen,2026-07-13,79.1,,7
Tandoori Chicken.,None,2026-07-13,0,,2
Cranberry Juice [mixer],None,2026-07-13,0,,2
Meatlovers.,None,2026-07-13,0,,1
Swap Fries for Sweet Potato Fries,Add-ons - Kitchen,2026-07-13,11.47,,6
.1.25L Solo,Marilyna's Pizza,2026-07-13,0,,1
Philter Red - Schooner,Tap Beer,2026-07-13,46,,10.1
Outback Prawn Toast,Harry Gatos Food,2026-07-13,29.1,,2
Margherita.,None,2026-07-13,0,,1
Shredded Beef,Harry Gatos Food,2026-07-13,71.7,,3
Banquet Deal Pizzas,Marilyna's Pizza,2026-07-13,109.1,,2
Dumplings - Beef & Cabbage,Harry Gatos Food,2026-07-13,12.21,,1
Large BBQ Chicken Wings Deal,Marilyna's Pizza,2026-07-13,27.27,,1
Hyoketsu Lemon Can,Bottles / Cans Alcoholic,2026-07-13,26.31,,2
Garlic  Bread.,Marilyna's Pizza,2026-07-13,0,,3
Side Chipotle Mayo,Add-ons - Kitchen,2026-07-13,6.55,,7
Popcorn Cauliflower,Harry Gatos Food,2026-07-13,39.02,,3
Side Aioli,Add-ons - Kitchen,2026-07-13,19.79,,46
Fried Egg,Harry Gatos Food,2026-07-13,3.64,,1
La Petite Mort Albarino 2025 - Regular,White Wine,2026-07-13,52,,3
Gluten-free,None,2026-07-13,0,,1
Amalfi Olives,Small Plates,2026-07-13,121.32,,11
Online Discount,Add-ons - Pizza,2026-07-13,-112.25,,10
GF Flatbread,Add-ons - Kitchen,2026-07-13,3.76,,1
Beef Cheek,Kitchen Specials,2026-07-13,260.87,,8
San Giorgio Ciampoleto Rosso di Montalcino 2023 - Regular Glass,Red Wine,2026-07-13,81.71,,3
BBQ Wings [Wings Deal],Marilyna's Pizza,2026-07-13,0,,3
Mother's Milk Shiraz - Large,Red Wine,2026-07-13,46.94,,2
Onion Rings D,Delivery Kitchen,2026-07-13,11.73,,1
Petits Detours Rosé - Large,Rose Wine,2026-07-13,191.74,,8
Biscoff Espresso,Cocktails - Signature,2026-07-13,257.96,,12
Petits Detours Rosé - Regular,Rose Wine,2026-07-13,579.58,,39
$90 PIZZA PARTY,Marilyna's Pizza,2026-07-13,163.64,,2
Limoncello Spritz,Cocktails - Classic,2026-07-13,21,,1
Ottelia Chardonnay - Large,White Wine,2026-07-13,115.2,,5
Hendrick's Gin,Gin,2026-07-13,125.06,,10
Ottelia Chardonnay - Regular,White Wine,2026-07-13,236.18,,16
Coke Zero Can,Marilyna's Soft Drinks,2026-07-13,29.12,,8
Grifter Pale - Pint,Tap Beer,2026-07-13,826.69,,71
Fresh is Best Lager - Pint,Tap Beer,2026-07-13,1085.36,,99
Version Two Pinot Grigio - Bottle,White Wine,2026-07-13,273.13,,6
Fireball,Whisky,2026-07-13,32.73,,3
Version Two Pinot Grigio - Regular,White Wine,2026-07-13,806.03,,88.7
.1.25L Coke,Marilyna's Pizza,2026-07-13,0,,1
Espresso Martini,Cocktails - Classic,2026-07-13,515.85,,32
Beef Burrito,Big Plates,2026-07-13,235.51,,11
San Pellegrino 500ml,Non-alcoholic,2026-07-13,41.44,,6
Olive,Modifiers,2026-07-13,0,,3
Whispering Angel Rosé - Regular,Rose Wine,2026-07-13,53.2,,2
Redbreast 12yr,Whisky,2026-07-13,38.18,,2
Fish Burrito,Big Plates,2026-07-13,162.8,,6
Angel's Envy Bourbon,Whisky,2026-07-13,15.45,,1
Brownie,Desserts,2026-07-13,79.66,,8
Pepsi Glass,Non-alcoholic,2026-07-13,113.03,,27
Coconut Margarita,Cocktails - Classic,2026-07-13,520.86,,28
Pepsi Max Glass,Non-alcoholic,2026-07-13,135.67,,32
Ice,Modifiers,2026-07-13,0,,3
Bundaberg Ginger Beer,Non-alcoholic,2026-07-13,30.41,,7
Grifter Big Sur IPA Tin,Bottles / Cans Alcoholic,2026-07-13,38.06,,3
Solo 1.25L,Marilyna's Soft Drinks,2026-07-13,6.36,,1
Fellr Watermelon Seltzer Tin,Bottles / Cans Alcoholic,2026-07-13,10.91,,1
Large Garlic Cheese Pizza,Marilyna's Pizza,2026-07-13,16.36,,1
Jameson Irish Whiskey,Whisky,2026-07-13,10.91,,1
Gluten-free Meatlovers,Marilyna's Pizza,2026-07-13,28.18,,1
Baileys Irish Cream,Liqueurs,2026-07-13,120,,12
No Jalape|os,None,2026-07-13,0,,2
One Ice Cube,Modifiers,2026-07-13,0,,2
Add Sour Cream,Add-ons - Pizza,2026-07-13,1.36,,1
Campari,Amaro / Aperitif / Fortified Wine,2026-07-13,20.33,,2
Add Anchovies,Add-ons - Pizza,2026-07-13,12.19,,7
Stow Soda - Grapefruit,Non-alcoholic,2026-07-13,42.25,,5
Add Prawns,Add-ons - Pizza,2026-07-13,28.45,,9
Ginger Ale,Non-alcoholic,2026-07-13,10.92,,3
French Martini,Cocktails - Classic,2026-07-13,18,,1
VB Can D,Delivery Alcohol,2026-07-13,16.35,,3
No Pickle,None,2026-07-13,0,,3
Btl Fever-Tree Mediterannean Tonic D,Delivery Alcohol,2026-07-13,6.36,,1
Fever-Tree Light Tonic [mixer],Add-ons - Bar,2026-07-13,3.76,,4
Glaetzer Anaperenna Shiraz Cab - Regular,Red Wine,2026-07-13,140,,5
Orange,None,2026-07-13,0,,11
Large BBQ Chicken Pizza,Marilyna's Pizza,2026-07-13,252.3,,15
Regular Little Italy,Marilyna's Pizza,2026-07-13,210.84,,10
Large Roma Special,Marilyna's Pizza,2026-07-13,70.46,,3
Regular Hawaiian [Dine-in],Dine-in Pizza,2026-07-13,16.36,,1
Regular Sorrento,Marilyna's Pizza,2026-07-13,66.37,,3
Unico Zelo Terra Cotta - Large,Orange / Skins Wine,2026-07-13,26.28,,1
Regular Tandoori Chicken,Marilyna's Pizza,2026-07-13,99.1,,5
Extra Yorkshire Pudding,Add-ons - Kitchen,2026-07-13,22.42,,11
No Char-grilled Capsicum,None,2026-07-13,0,,1
Fish Burrito D,Delivery Kitchen,2026-07-13,50,,2
No Chilli,None,2026-07-13,0,,2
Chicken Schnitty D,Delivery Kitchen,2026-07-13,20,,1
Vegan Cheese [Pizza],Add-ons - Pizza,2026-07-13,16.65,,6
Large Jimmy Jury,Marilyna's Pizza,2026-07-13,128.83,,5
Add Oregano,Add-ons - Pizza,2026-07-13,0.45,,1
Regular Jimmy Jury [Dine-in],Dine-in Pizza,2026-07-13,196.58,,10
Add Bacon,Add-ons - Pizza,2026-07-13,9.1,,3
Pepperoni.,None,2026-07-13,0,,1
Add Pepperoni,Add-ons - Pizza,2026-07-13,13.65,,5
Garlic  Bread,Marilyna's Pizza,2026-07-13,0,,4
Large Truffalo Soldier,Marilyna's Pizza,2026-07-13,45.46,,2
Under the Bridge Pizza,Dine-in Pizza,2026-07-13,132.45,,6
Regular Little Italy [Dine-in],Dine-in Pizza,2026-07-13,529.9,,23
Fancy Pants Parmy - Classic,Big Plates,2026-07-13,969.85,,39
Regular Sanchez [Dine-in],Dine-in Pizza,2026-07-13,382.41,,17
Lamb Roast,Kitchen Specials,2026-07-13,1707.57,,57
$2 BBQ Wing,Add-ons - Kitchen,2026-07-13,13.16,,7
Karaage Chicken,Harry Gatos Food,2026-07-13,14.55,,1
Casa Gheller Prosecco - Glass,Sparkling Wine,2026-07-13,269.62,,18
Arancini Balls [5pc],Small Plates,2026-07-13,517.92,,25
Unico Zelo Terra Cotta - Regular,Orange / Skins Wine,2026-07-13,86.24,,5
Pie,Big Plates,2026-07-13,457.95,,20
Extra Gravy,Add-ons - Kitchen,2026-07-13,36.56,,20
Extra Red Wine Jus,None,2026-07-13,0,,1
Kids Nuggets D,Delivery Kitchen,2026-07-13,12.73,,1
Island Time,Cocktails - Signature,2026-07-13,163.33,,8
Open Food,Add-ons - Kitchen,2026-07-13,26.37,,2
Mezcal Paloma,Cocktails - Signature,2026-07-13,156.31,,7
Gluten-free Base,Marilyna's Pizza,2026-07-13,9.4,,2
Tiziano Grasso Barolo Briccolina 2019 - Regular Glass,Red Wine,2026-07-13,54.46,,1
Philter Red - Pint,Tap Beer,2026-07-13,180.52,,13
Crankshaft IPA - Schooner,Tap Beer,2026-07-13,166.07,,13
Large El Patron,Marilyna's Pizza,2026-07-13,77.28,,4
Mother's Milk Shiraz - Bottle,Red Wine,2026-07-13,60.09,,1
The Paddock.,None,2026-07-13,0,,1
Petits Detours Rosé Mediterranee - Bottle,Rose Wine,2026-07-13,116.36,,2
Choc  Brownie,Marilyna's Pizza,2026-07-13,0,,4
Villa Fresco Sangiovese - Large,Red Wine,2026-07-13,88.08,,5
Kraken Dark & Stormy,Cocktails - Classic,2026-07-13,41.33,,2
Dark & Stormy,Cocktails - Classic,2026-07-13,25.46,,2
Add Side Guac,Add-ons - Kitchen,2026-07-13,1.97,,2
Heaps Normal Tin,Non-alcoholic,2026-07-13,186.42,,18
Add Side Queso Dip,Add-ons - Kitchen,2026-07-13,1.03,,1
Mulled Wine,Cocktails - Signature,2026-07-13,1235.63,,88
Kids Unlimited Dumplings,Harry Gatos Food,2026-07-13,19.68,,2
Chicken Burrito,Big Plates,2026-07-13,377.7,,15
Chicken Roast,Kitchen Specials,2026-07-13,549.82,,18
Eggplant Schnitty,Big Plates,2026-07-13,89.9,,4
Baked Camembert D,Delivery Kitchen,2026-07-13,19.09,,1
No Pineapple,Modifiers,2026-07-13,0,,5
Crankshaft IPA - Pint,Tap Beer,2026-07-13,298.55,,18
Kids Margherita Pizza,Kids Meals,2026-07-13,25.63,,2
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2026-07-13,320.83,,20
Lemon Twist,Modifiers,2026-07-13,0,,3
Aperol Spritz,Cocktails - Classic,2026-07-13,204.22,,14
Glass of Ice on the Side,Modifiers,2026-07-13,0,,9
Asahi 3.5%,Bottles / Cans Alcoholic,2026-07-13,80.57,,8
No Glasses Needed,Modifiers,2026-07-13,0,,5
Sailor Jerry [House],Rum,2026-07-13,26.36,,3
Trade Winds,Mocktails,2026-07-13,65.32,,5
Whisky Sour,Cocktails - Classic,2026-07-13,31.69,,2
Orange Juice Glass,Non-alcoholic,2026-07-13,5,,1
Fresh is Best Summer Lager - Schooner,Tap Beer,2026-07-13,233.18,,32
Philter XPA - Pint,Tap Beer,2026-07-13,401.9,,34
A. Rodda Tempranillo - Large,Red Wine,2026-07-13,26.28,,1
Trentham Estate Rosé - Bottle,Rose Wine,2026-07-13,89.1,,2
Rocket Man D,Delivery Kitchen,2026-07-13,117.29,,10
Gluten-free BBQ Chicken Pizza,Marilyna's Pizza,2026-07-13,55.46,,2
Large Meatlovers,Marilyna's Pizza,2026-07-13,132.71,,12
Dry,Modifiers,2026-07-13,0,,1
No Salad,None,2026-07-13,0,,9
No Cherry Tomatoes,None,2026-07-13,0,,2
No Onion,None,2026-07-13,0,,9
Add Chicken,Add-ons - Pizza,2026-07-13,3.64,,1
Add Prosciutto,Add-ons - Pizza,2026-07-13,6.4,,2
Vegan Cheese [make it dairy-free],None,2026-07-13,0,,2
Make it Vegan [use vegan cheese],None,2026-07-13,0,,1
Add Grilled Fish,Add-ons - Kitchen,2026-07-13,12.67,,2
Send Kids Food With Mains,None,2026-07-13,0,,2
Regular New Yorker,Marilyna's Pizza,2026-07-13,64.55,,3
Regular Uber Margherita,Marilyna's Pizza,2026-07-13,35.91,,2
Regular Tandoori Chicken [Dine-in],Dine-in Pizza,2026-07-13,57.23,,4
Veuve Clicquot Yellow Label - Glass,Sparkling Wine,2026-07-13,32.73,,1
Chicken Burrito D,Delivery Kitchen,2026-07-13,90.92,,4
Little Dragon Can,Bottles / Cans Alcoholic,2026-07-13,81.4,,7
Hail Africa.,None,2026-07-13,0,,1
.Garlic Bread,Marilyna's Pizza,2026-07-13,0,,2
4 Pines Kolsch Bottle,Bottles / Cans Alcoholic,2026-07-13,10.33,,1
Patron Reposodo Margarita,Cocktails - Classic,2026-07-13,45.07,,2
Edamame,Harry Gatos Food,2026-07-13,20,,2
Chicken.,Add-ons - Pizza,2026-07-13,3.64,,2
Dumplings - Prawn Har Gow [GF],Harry Gatos Food,2026-07-13,50.15,,3
Lepinja Bread D,Delivery Kitchen,2026-07-13,25.36,,3
Davy's Old Fashioned,Cocktails - Signature,2026-07-13,91.67,,5
$45 FEAST,Marilyna's Pizza,2026-07-13,413.19,,10
Mother's Milk Shiraz - Regular,Red Wine,2026-07-13,535.13,,39
Kirin - Schooner,Tap Beer,2026-07-13,564.8,,43.7
Guinness Draught - Pint,Tap Beer,2026-07-13,1407.17,,104
Version Two Sparkling - Bottle,Sparkling Wine,2026-07-13,44.55,,1
Dom Pérignon Champagne - Bottle,Sparkling Wine,2026-07-13,440,,1
Bombay Sapphire,Gin,2026-07-13,38.6,,3
Oceanside,Cocktails - Signature,2026-07-13,43.22,,3
Bombay Sapphire Gin Martini,Cocktails - Classic,2026-07-13,23.48,,1
Lemon Meringue Martini,Cocktails - Signature,2026-07-13,162.87,,8
Sour Cream,Add-ons - Pizza,2026-07-06,1.85,,2
Fish Tacos,Small Plates,2026-07-06,358.75,,19
Lemon Twist,Modifiers,2026-07-06,0,,1
Sweet Potato Fries,Small Plates,2026-07-06,246.2,,20
No Salt,None,2026-07-06,0,,4
Swap for Sweet Potato Fries,Add-ons - Kitchen,2026-07-06,3.76,,2
Puerto Sunset,Cocktails - Signature,2026-07-06,85.71,,4
Chicken Shindig Burger,Big Plates,2026-07-06,344.87,,16
Stow's Irish Coffee,Mocktails,2026-07-06,14.09,,1
Rocket Man,Salads,2026-07-06,86.26,,7
"Lemon, Lime & Bitters",Non-alcoholic,2026-07-06,222.01,,47
Lychee Martini,Cocktails - Classic,2026-07-06,461.52,,28
Pink Galah Can D,Delivery Alcohol,2026-07-06,7.27,,1
Rooster Rojo Blanco Tequila [House],Tequila,2026-07-06,119.29,,12
Sprite 1.25L,Marilyna's Soft Drinks,2026-07-06,19.08,,3
Seadrift Coast Non-alc G&T,Mocktails,2026-07-06,35.85,,3
Sprite Can,Marilyna's Soft Drinks,2026-07-06,7.28,,2
Pink Lemonade Glass,Non-alcoholic,2026-07-06,71.85,,17
A. Rodda Tempranillo - Large,Red Wine,2026-07-06,20.36,,1
Margarita PartyJar (6),Delivery Cocktails,2026-07-06,45.45,,1
Buffalo Wings D,Delivery Kitchen,2026-07-06,118.65,,8
A. Rodda Tempranillo - Regular,Red Wine,2026-07-06,34.9,,2
Regular Paddock,Marilyna's Pizza,2026-07-06,66.37,,3
Padrillos Malbec - Regular,Red Wine,2026-07-06,183.22,,11
Gluten-free Vegetarian,Marilyna's Pizza,2026-07-06,38.18,,2
3 Glasses,Modifiers,2026-07-06,0,,6
2 Glasses,Modifiers,2026-07-06,0,,5
4 Glasses,Modifiers,2026-07-06,0,,1
No Pico de Gallo,Modifiers,2026-07-06,0,,2
Large Cosmopolitan,Marilyna's Pizza,2026-07-06,327.29,,16
No Garlic,None,2026-07-06,0,,2
Regular Meatlovers,Marilyna's Pizza,2026-07-06,217.03,,10
No Pepperoni,None,2026-07-06,0,,2
Regular Sanchez,Marilyna's Pizza,2026-07-06,66.64,,3
No Anchovies,None,2026-07-06,0,,3
Regular Super House Special,Marilyna's Pizza,2026-07-06,301.84,,14
Add Capsicum,Add-ons - Pizza,2026-07-06,4.08,,3
Gluten-free Super House Special,Marilyna's Pizza,2026-07-06,27.27,,1
Cosmo,Cocktails - Classic,2026-07-06,18.18,,1
Dirty,Modifiers,2026-07-06,0,,3
French Martini,Cocktails - Classic,2026-07-06,54.36,,3
Gluten-free [Corn Tortillas],None,2026-07-06,0,,4
Mojito,Cocktails - Classic,2026-07-06,19.09,,1
Make it Gluten-free [gf/vg bun w sweet pot. fries],None,2026-07-06,3.76,,2
Dressing on the Side,None,2026-07-06,0,,3
Regular Hail Africa,Marilyna's Pizza,2026-07-06,41.82,,2
Swap Gravy for Aioli,None,2026-07-06,0,,5
Regular Sanchez VEGAN,Marilyna's Pizza,2026-07-06,67.05,,3
No Lettuce,None,2026-07-06,0,,1
Large Sanchez VEGAN,Marilyna's Pizza,2026-07-06,24.55,,1
Send Kids Food ASAP,None,2026-07-06,0,,8
Regular New Yorker [Dine-in],Dine-in Pizza,2026-07-06,240.13,,11
Regular New Yorker,Marilyna's Pizza,2026-07-06,107.05,,5
Regular Sanchez [Dine-in],Dine-in Pizza,2026-07-06,180.29,,8
Regular Hail Africa [Dine-in],Dine-in Pizza,2026-07-06,176.95,,8
"Regular No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2026-07-06,161.31,,8
Chicken Parmy D,Delivery Kitchen,2026-07-06,98.18,,4
$2 BBQ Wing,Add-ons - Kitchen,2026-07-06,7.52,,4
Sweet Potato Fries D,Delivery Kitchen,2026-07-06,50.83,,4
Beef Burger D,Delivery Kitchen,2026-07-06,209.74,,11
Apple Juice [mixer],None,2026-07-06,0,,2
Cranberry Juice [mixer],None,2026-07-06,0,,3
Pepsi [mixer],None,2026-07-06,0,,3
Sibiliana Nero D'Avola - Bottle,Red Wine,2026-07-06,61.82,,1
Year Wines Fiano - Regular,White Wine,2026-07-06,49.08,,3
Open Food,Add-ons - Kitchen,2026-07-06,3.64,,1
Jimmy Jury.,None,2026-07-06,0,,1
Gluten-free Base,Marilyna's Pizza,2026-07-06,46.85,,10
Duck Spring Rolls,Harry Gatos Food,2026-07-06,59.63,,4
Philter Red - Schooner,Tap Beer,2026-07-06,132.02,,15
Tonkotsu,Harry Gatos Food,2026-07-06,10.54,,1
Regular No Chorizo No Cry Solo Combo,Marilyna's Pizza,2026-07-06,45.46,,2
Chashu Pork Belly,None,2026-07-06,0,,1
Large El Patron,Marilyna's Pizza,2026-07-06,77.28,,6
Extra Chashu Pork,Harry Gatos Food,2026-07-06,0.91,,1
Sanchez.,None,2026-07-06,0,,1
Dumplings - Prawn Har Gow [GF],Harry Gatos Food,2026-07-06,49.62,,3
Garlic  Bread.,Marilyna's Pizza,2026-07-06,0,,2
Online Delivery Fee,Add-ons - Pizza,2026-07-06,5.95,,1
Jalapeños Inside Burrito,Add-ons - Kitchen,2026-07-06,1.27,,3
Beef Roast,Kitchen Specials,2026-07-06,1822.6,,62
Veg Spring Rolls,Harry Gatos Food,2026-07-06,14.09,,1
La Petite Mort Albarino 2025 - Bottle,White Wine,2026-07-06,98,,1
Online Discount,Add-ons - Pizza,2026-07-06,-50.85,,3
BBQ Wings [Wings Deal],Marilyna's Pizza,2026-07-06,0,,2
Baked Camembert,Small Plates,2026-07-06,254.38,,11
Add Side Guac.,None,2026-07-06,2.73,,1
Extra Red Wine Jus,None,2026-07-06,0,,1
Caramelised Onion Jam,Add-ons - Kitchen,2026-07-06,2.82,,1
Geppetto Pinot Noir - Large Glass,Red Wine,2026-07-06,46.53,,2
Southern Squid,Small Plates,2026-07-06,98.15,,4
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2026-07-06,100.86,,6
$60 BANQUET,Marilyna's Pizza,2026-07-06,163.65,,3
Grifter Pale - Pint,Tap Beer,2026-07-06,433.03,,38
Status Quo - Pint,Tap Beer,2026-07-06,377.58,,24
Bry Ol San Pell,Modifiers,2026-07-06,0.05,,2
Mother's Milk Shiraz - Regular,Red Wine,2026-07-06,548.72,,40
Bang Bang Cauli,Small Plates,2026-07-06,129.8,,8
Petits Detours Rosé - Large,Rose Wine,2026-07-06,68.94,,3
Vegan Aioli,Add-ons - Kitchen,2026-07-06,0,,1
